sentence_id,sentence,language
1947,We're going sailing on Monday.,eng
1948,Where are you going on Monday?,eng
1949,What are you doing next Monday?,eng
1950,Let's hurry up.,eng
1951,Report for duty Monday morning.,eng
1952,Can we do it on Monday instead?,eng
1953,The zoo is closed every Monday.,eng
1954,It's not explainable.,eng
1955,Tom's remark was insensitive.,eng
1956,I could've met you at the airport.,eng
1957,This director is not insensitive to criticism.,eng
1958,You know I'm much smarter than you.,eng
1959,I don't want to seem insensitive.,eng
1960,I don't see how you can eat that stuff.,eng
1961,Tom's remark was tactless and insensitive.,eng
1962,Students may not enter the faculty lounge.,eng
1963,We can't be seen together.,eng
1964,Are you hot?,eng
1965,Eat more slowly.,eng
1966,I'll be back within an hour.,eng
1967,Does that mean I'm in trouble?,eng
1968,Does that mean we're in trouble?,eng
1969,Did you get in trouble?,eng
1970,Are you in trouble?,eng
1971,Everybody knew Tom was in trouble.,eng
1972,Everyone needs someone to turn to when they're in trouble.,eng
1973,Are you going to get in trouble because of me?,eng
1974,Has Tom ever been in trouble with the law?,eng
1975,Am I in trouble?,eng
1976,I could get in trouble if I did that.,eng
1977,I guess I'm really in trouble now.,eng
1978,I'm too drunk.,eng
1979,I had a feeling that Tom was in trouble.,eng
1980,I heard you might be in trouble.,eng
1981,I've already made the deal.,eng
1982,Betty is watering the flowers.,eng
1983,I promise not to sing.,eng
1984,I know those negative people are like magnets,eng
1985,You'd better get going in case you miss the bus.,eng
1986,It's no secret.,eng
1987,Will you come back tomorrow?,eng
1988,Buddhism was introduced into Japan in 538.,eng
1989,I want you to help us find out who killed Tom.,eng
1990,I expect to be back next Monday.,eng
1991,There are many black cats hiding under the bed.,eng
1992,Come to my room between three and four.,eng
1993,She took control of the situation.,eng
1994,I told you everything I remember.,eng
1995,Bob got impatient at his wife's delay.,eng
1996,We rushed out onto the street.,eng
1997,Chess does not rely on chance.,eng
1998,It was five to one when I got to bed.,eng
1999,The rain makes me strange and introspective.,eng
2000,Let's have a look.,eng
2001,We should go to sleep.,eng
2002,What are you doing?,eng
2003,What is this?,eng
2004,Today is June 18th and it is Muiriel's birthday!,eng
2005,Happy birthday,eng
2006,Muiriel has turned twenty.,eng
2007,"The password is ""Muiriel"".",eng
2008,I will be back soon.,eng
2009,I don't know.,eng
2010,I'm at a loss for words.,eng
2011,This is never going to end.,eng
2012,I just don't know what to say.,eng
2013,That was an evil bunny.,eng
2014,I was in the mountains.,eng
2015,Is it a recent picture?,eng
2016,I don't know whether I have time or not.,eng
2017,For some reason the microphone didn't work earlier.,eng
2018,Everyone must learn on their own in the end.,eng
2019,Education in this world disappoints me.,eng
2020,It is a difficult task,eng
2021,That won't change anything.,eng
2022,This will cost €30.,eng
2023,I make €100 a day.,eng
2024,I may give up soon and just nap instead.,eng
2025,That won't happen.,eng
2026,I will try not to interrupt you while you are studying.,eng
2027,Don't be worried.,eng
2028,I miss you.,eng
2029,I'll call them tomorrow when I come back.,eng
2030,I always liked mysterious characters more.,eng
2031,You should sleep.,eng
2032,I'm going to go.,eng
2033,I told them to send me another ticket.,eng
2034,I can't live that kind of life.,eng
2035,I once wanted to be an astrophysicist.,eng
2036,I never liked biology.,eng
2037,It is unfortunately true.,eng
2038,Most people think I'm crazy.,eng
2039,No I'm not; you are!,eng
2040,That's MY line!,eng
2041,He's kicking me!,eng
2042,Are you sure?,eng
2043,Then there is a problem...,eng
2044,Oh,eng
2045,Hurry it up!,eng
2046,If I could be like that...,eng
2047,Are you freaking kidding me?!,eng
2048,When I grow up,eng
2049,I'm so fat.,eng
2050,So fuckin' what.,eng
2051,I will shoot him.,eng
2052,That's because you're a girl.,eng
2053,I'd be unhappy,eng
2054,Back in high school,eng
2055,Why do you ask?,eng
2056,How long did you stay?,eng
2057,I didn't know where it came from.,eng
2058,This is not important.,eng
2059,Where is the problem?,eng
2060,Don't treat me as common people.,eng
2061,All that which is invented,eng
2062,To be surprised,eng
2063,There's no doubt: the universe is infinite.,eng
2064,To be perfect she lacked just one defect.,eng
2065,And yet,eng
2066,We don't see things as they are,eng
2067,This world is just an insane asylum.,eng
2068,My name is Jack.,eng
2069,Love is never wasted.,eng
2070,Life is what happens to you while you're busy making other plans.,eng
2071,Not wanting is the same as having.,eng
2072,Have a good Christmas.,eng
2073,Rome was not built in a day.,eng
2074,Which country are you from?,eng
2075,How long are you going to stay?,eng
2076,That person writing the letter in the classroom is my friend.,eng
2077,He likes to read the Chinese book his father wrote in America.,eng
2078,What do you want to buy for him?,eng
2079,He does not have the money for buying a new car.,eng
2080,He wrote me a love letter.,eng
2081,It was that dog that bit my hand.,eng
2082,He can't afford to buy a new car.,eng
2083,She loves to read Chinese books.,eng
2084,Why don't we help them?,eng
2085,It's always raining.,eng
2086,I'm still single.,eng
2087,Did you call him up yesterday?,eng
2088,If you smile,eng
2089,The box is broken.,eng
2090,Today is Wednesday.,eng
2091,I think of watching TV as a waste of time.,eng
2092,You have two books.,eng
2093,Canada is larger than Japan.,eng
2094,Please take the pillow and blanket and give them to me.,eng
2095,He got hurt in the accident at work.,eng
2096,I hope that your parents will allow us to marry.,eng
2097,He earns more money than he can spend.,eng
2098,He walked back and forth in front of the door,eng
2099,I don't like him any more than he likes me.,eng
2100,How much is this tie?,eng
2101,I can't go along with you on that point.,eng
2102,That problem has been shelved for the time being.,eng
2103,My father is in the hospital now.,eng
2104,Read as much as possible.,eng
2105,How was the French class?,eng
2106,I believe he can win.,eng
2107,He is afraid of his own shadow.,eng
2108,You need to eat more fiber.,eng
2109,For me,eng
2110,A guest should not try to make himself superior to the host.,eng
2111,All his friends believed him happy.,eng
2112,Let me introduce it.,eng
2113,Some of the photos have been taken at the risk of life.,eng
2114,I have a Vietnamese friend. Her name is Tiên.,eng
2115,Tom is cleaning his room.,eng
2116,There are no tables in the room.,eng
2117,This is strange.,eng
2118,Kate has become a full member of the royal family.,eng
2119,"A senior royal told CNN that the Duchess of Cambridge has fulfilled all of her objectives one year after marrying Prince William and has become a ""full member"" of the British monarchy.",eng
2120,St James Palace represents her,eng
2121,"The source also said that the Duchess of Cambridge feels ""fulfilled"" by her achievements over the last twelve months.",eng
2122,It's too late now.,eng
2123,Luke,eng
2124,Luke,eng
2125,Luke,eng
2126,We all wondered why she had dumped such a nice man.,eng
2127,"I'm too old to be playing with bugs, said the boy.",eng
2128,I agreed with him on the plan.,eng
2129,"Children whose parents are dead are referred to as ""orphans"".",eng
2130,I caught the man stealing the money.,eng
2131,I am leaving at four.,eng
2132,Tomorrow night,eng
2133,Thou shalt not kill.,eng
2134,I'm a computer scientist.,eng
2135,I asked her out on a date.,eng
2136,I bought her a nice Christmas present.,eng
2137,I did nothing out of the ordinary.,eng
2138,Betty seemed surprised at the news.,eng
2139,I'm sure they'll win.,eng
2140,I can't figure him out.,eng
2141,I'm playing football now.,eng
2142,It's boring to wait for a train.,eng
2143,Something can't get out of hand.,eng
2144,She was beside herself with joy.,eng
2145,Where does your grandfather live?,eng
2146,It may snow in the afternoon.,eng
2147,I like May the best of all the months.,eng
2148,I'll take him with me to the hospital.,eng
2149,I'll try again.,eng
2150,Have you eaten?,eng
2151,The teacher said that the earth is round.,eng
2152,This plan is being discussed right now.,eng
2153,Do you know what it is like to be really hungry?,eng
2154,I ate caviar.,eng
2155,I am the fastest runner.,eng
2156,I'm the fastest runner.,eng
2157,I can't hear very well.,eng
2158,How about playing tennis?,eng
2159,I am staying with a friend.,eng
2160,If Bob had listened to and followed my advice,eng
2161,He made an admission that he had lied.,eng
2162,I am interested in music.,eng
2163,My father,eng
2164,Lisa speaks not only English but also French.,eng
2165,I can't take my eyes off her.,eng
2166,Before Kate was married last year,eng
2167,I couldn't sleep.,eng
2168,I cannot accept your gift.,eng
2169,The amount of paper produced by a country is closely related to its cultural standards.,eng
2170,I am glad to meet you.,eng
2171,Shh! Don't make a sound. We are playing hide-and-seek now. If you want to talk,eng
2172,Tuesday was certainly cold.,eng
2173,It wasn't my fault.,eng
2174,Where do you live?,eng
2175,Mr. Crouch,eng
2176,What is your phone number?,eng
2177,My coach said,eng
2178,How tall are you?,eng
2179,Under no circumstances must you leave the room.,eng
2180,I will be leaving for Australia next month.,eng
2181,It's all the same to me.,eng
2182,Nothing is easier than finding fault with others.,eng
2183,I'm allergic to corn.,eng
2184,It is necessary to obtain the sanction of the authorities to enter this building.,eng
2185,I had otitis media last year.,eng
2186,She won't be back till five.,eng
2187,He is not interested in art at all.,eng
2188,The man turned out to be a private detective.,eng
2189,I can't hear you.,eng
2190,I didn't go,eng
2191,I demand an explanation for this mistake.,eng
2192,What is he so angry about?,eng
2193,I'm new at this kind of work.,eng
2194,I am happiest when I am reading.,eng
2195,Betty is crazy about dancing.,eng
2196,I am sorry to trouble you.,eng
2197,I'm sorry to trouble you.,eng
2198,I am in Tokyo today.,eng
2199,Tom is Mary's best friend.,eng
2200,I am content with my job.,eng
2201,He is an easy mark at cards.,eng
2202,He seemed worried about his health.,eng
2203,Tom doesn't know any French.,eng
2204,She set out on a trip last week.,eng
2205,They helped each other with homework.,eng
2206,I can play Chopin.,eng
2207,I am in trouble.,eng
2208,I don't understand you.,eng
2209,Tom is no longer a lazy child.,eng
2210,I didn't know that he was there.,eng
2211,I bought this yesterday.,eng
2212,I bought this watch at the store.,eng
2213,He swindled her.,eng
2214,I cleared the table.,eng
2215,I can do it in a week.,eng
2216,I'm learning how to type.,eng
2217,Are there still wild bears in Germany?,eng
2218,I ache all over.,eng
2219,Bears can climb trees.,eng
2220,Is Tom really a nice guy?,eng
2221,I'm always forgetting people's names.,eng
2222,I am near the station.,eng
2223,I ate breakfast at eight.,eng
2224,The square was illuminated by bright lights.,eng
2225,Countless stars were twinkling in the sky.,eng
2226,Pandas are beautiful animals.,eng
2227,We need more staff.,eng
2228,I tore the picture out of the album.,eng
2229,I can swim very fast.,eng
2230,He is the richest man in town.,eng
2231,I accepted her invitation.,eng
2232,Yoga comes from India.,eng
2233,Please drive the car more slowly.,eng
2234,I am going to the store now.,eng
2235,I am a student,eng
2236,I am reading a book now.,eng
2237,I am willing to attend the meeting.,eng
2238,My chinese is far from perfect,eng
2239,I'm glad I was there.,eng
2240,You can see that the architect paid scrupulous attention to detail.,eng
2241,Graham Greene is my favorite author.,eng
2242,I caught the last bus.,eng
2243,The committee consists of scientists and engineers.,eng
2244,I came to Japan to see Kyoto.,eng
2245,When do you need it by?,eng
2246,I always eat out.,eng
2247,I am playing baseball.,eng
2248,I am good at speaking English.,eng
2249,I am in touch with him.,eng
2250,I can do it alone.,eng
2251,I am Kazuto Iwamoto.,eng
2252,I am constantly forgetting names.,eng
2253,I am not writing a letter.,eng
2254,On the one hand,eng
2255,Hanako called his bluff.,eng
2256,Did you study French yesterday?,eng
2257,He shaves daily.,eng
2258,I'm staying at my aunt's.,eng
2259,They moved ahead slowly.,eng
2260,We were on the train for ten hours.,eng
2261,But it smells strange.,eng
2262,Everybody knows his name.,eng
2263,I want to talk to you about something.,eng
2264,The kid is clanging away with his toy.,eng
2265,Gordon is interested in the Japanese way of life.,eng
2266,You've got to set the alarm clock before you go to bed.,eng
